Date,Airline,Flight_Number,Origin,Destination,Class,Flight Distance,Scheduled_Departure,Actual_Departure,Scheduled_Arrival,Actual_Arrival,Departure Delay in Minutes,Arrival Delay in Minutes
2025-07-04,IndiGo,6E-6362,BLR,SIN,Eco,4534,21:05,21:04,03:15,03:15,0,0
2025-08-17,IndiGo,6E-8345,DXB,LHR,Eco,1496,01:15,01:06,03:37,03:38,0,1
2025-08-04,IndiGo,6E-2224,HYD,SIN,Business,8536,17:50,18:03,05:00,05:11,13,11
2026-01-07,IndiGo,6E-6656,LHR,PNQ,Eco,633,19:15,19:36,20:32,20:41,21,9
2025-10-19,IndiGo,6E-4527,CCU,HYD,Eco Plus,4766,03:05,03:01,09:32,09:20,0,0
2025-06-21,IndiGo,6E-3241,MAA,LHR,Business,8136,04:45,04:37,15:25,15:02,0,0
2025-09-23,IndiGo,6E-5498,MAA,PNQ,Eco,6869,22:15,22:11,07:20,07:06,0,0
2025-10-04,IndiGo,6E-2983,MAA,GOA,Eco,5348,17:05,17:06,00:16,00:10,1,0
2025-05-12,IndiGo,6E-1911,PNQ,CCU,Eco,3156,14:00,13:51,18:26,18:08,0,0
2025-11-13,IndiGo,6E-8462,PNQ,CCU,Eco,5277,05:10,05:07,12:15,12:07,0,0
2025-12-18,IndiGo,6E-2869,JFK,DXB,Eco,1234,10:45,11:28,12:47,13:30,43,43
2025-03-31,IndiGo,6E-9083,DXB,BLR,Eco,7521,06:10,06:11,16:04,16:07,1,3
2025-06-26,IndiGo,6E-3460,BLR,MAA,Eco,7320,10:15,10:17,19:54,20:05,2,11
2025-04-30,IndiGo,6E-3554,DEL,DXB,Eco,8877,00:50,01:09,12:25,12:54,19,29
2025-12-01,IndiGo,6E-3970,GOA,JFK,Eco,7895,16:50,17:27,03:12,03:35,37,23
2025-10-02,IndiGo,6E-5152,PNQ,CCU,Eco,3391,02:00,02:01,06:44,06:42,1,0
2026-02-04,IndiGo,6E-655,SIN,LHR,Eco,6783,14:50,14:43,23:48,23:38,0,0
2025-10-28,IndiGo,6E-4443,DEL,MAA,Eco,964,13:30,13:27,15:12,15:11,0,0
2025-05-19,IndiGo,6E-5980,HYD,LHR,Eco,6995,02:30,02:25,11:44,11:33,0,0
2025-12-29,IndiGo,6E-2996,GOA,DXB,Eco,2968,09:45,11:11,13:57,15:15,86,78
2025-08-09,IndiGo,6E-2645,SIN,CCU,Business,6476,17:00,16:52,01:35,01:31,0,0
2025-09-21,IndiGo,6E-2673,DEL,BLR,Eco,4533,05:05,06:41,11:14,12:49,96,95
2025-02-28,IndiGo,6E-1067,LHR,MAA,Eco,5072,09:45,10:13,16:35,16:48,28,13
2025-03-07,IndiGo,6E-6364,PNQ,BOM,Eco,6499,00:05,23:59,08:42,08:44,0,2
2025-07-10,IndiGo,6E-7793,BOM,HYD,Eco Plus,5018,16:00,15:57,22:46,22:34,0,0
2025-02-24,IndiGo,6E-2182,CCU,DXB,Eco Plus,5552,00:05,00:05,07:31,07:17,0,0
2025-10-09,IndiGo,6E-7723,CCU,DEL,Eco,2969,20:15,20:13,00:27,00:33,0,6
2025-05-06,IndiGo,6E-8945,BLR,SIN,Eco,5958,07:10,07:28,15:06,15:09,18,3
2025-04-28,IndiGo,6E-6801,BOM,DXB,Eco,511,18:10,18:10,19:18,19:06,0,0
2025-12-04,IndiGo,6E-6757,HYD,PNQ,Eco,1061,01:00,01:01,02:49,02:48,1,0
2025-06-25,IndiGo,6E-5208,CCU,GOA,Eco Plus,3767,04:15,04:10,09:27,09:24,0,0
2025-06-08,IndiGo,6E-9283,BOM,DEL,Eco,6969,15:15,15:20,00:27,00:38,5,11
2026-02-12,IndiGo,6E-8845,CCU,SIN,Eco,7278,15:45,15:47,01:20,01:24,2,4
2025-09-17,IndiGo,6E-4468,BLR,CCU,Eco,837,07:15,07:08,08:47,08:30,0,0
2025-05-10,IndiGo,6E-1720,BLR,DEL,Eco,2843,15:45,16:24,19:48,20:29,39,41
2025-10-31,IndiGo,6E-7430,DXB,BOM,Eco,8008,13:15,13:47,23:45,00:19,32,34
2025-04-02,IndiGo,6E-3674,DXB,HYD,Eco,4690,22:45,22:47,05:06,04:55,2,0
2025-08-08,IndiGo,6E-9465,DXB,LHR,Eco,3825,13:05,13:05,18:21,18:09,0,0
2025-05-21,IndiGo,6E-1258,BLR,HYD,Eco,3879,16:15,16:25,21:35,21:31,10,0
2025-08-28,IndiGo,6E-4700,DEL,SIN,Eco,5452,12:05,12:08,19:23,19:30,3,7
2025-09-12,IndiGo,6E-5573,DXB,MAA,Business,7269,06:00,06:03,15:35,15:39,3,4
2025-04-15,IndiGo,6E-3633,BLR,CCU,Eco,4069,07:50,07:44,13:25,13:21,0,0
2025-05-15,IndiGo,6E-2411,PNQ,BLR,Eco,2036,06:45,08:21,09:47,11:16,96,89
2025-04-02,IndiGo,6E-4817,BOM,SIN,Eco,8249,23:50,23:41,10:38,10:21,0,0
2025-10-26,IndiGo,6E-7949,DEL,GOA,Business,6077,13:05,13:08,21:10,21:16,3,6
2025-11-27,IndiGo,6E-3017,BOM,MAA,Eco,7525,11:45,11:38,21:39,21:22,0,0
2026-02-10,IndiGo,6E-8222,SIN,DXB,Eco,3046,15:45,15:43,20:03,20:06,0,3
2025-11-08,IndiGo,6E-6598,CCU,BOM,Eco,6847,19:05,18:56,04:08,03:44,0,0
2025-12-23,IndiGo,6E-5560,GOA,LHR,Eco,6563,01:30,01:20,10:12,10:01,0,0
2025-04-01,IndiGo,6E-9554,BOM,BLR,Business,5249,01:05,01:21,08:08,08:21,16,13
2025-10-11,IndiGo,6E-9782,BLR,SIN,Eco,8789,16:00,16:03,03:29,03:41,3,12
2025-08-09,IndiGo,6E-9811,BLR,DEL,Eco,8211,23:50,00:32,10:35,11:17,42,42
2025-09-06,IndiGo,6E-5034,PNQ,BLR,Eco,3485,02:10,02:49,07:01,07:47,39,46
2025-04-28,IndiGo,6E-7030,GOA,BOM,Business,4828,01:00,01:05,07:32,07:34,5,2
2026-01-10,IndiGo,6E-5925,HYD,CCU,Business,5802,03:05,03:06,10:50,11:01,1,11
2025-05-15,IndiGo,6E-3337,CCU,LHR,Eco,5396,07:10,10:15,14:24,17:32,185,188
2025-12-29,IndiGo,6E-9373,CCU,LHR,Business,2491,11:30,11:29,15:06,15:03,0,0
2025-07-17,IndiGo,6E-671,HYD,SIN,Eco,4458,18:05,17:58,00:09,00:08,0,0
2025-08-04,IndiGo,6E-4163,SIN,GOA,Eco,1538,21:10,21:07,23:35,23:33,0,0
2026-01-28,IndiGo,6E-7752,HYD,DXB,Eco,4214,14:30,14:24,20:16,19:58,0,0
2025-08-18,IndiGo,6E-5888,LHR,SIN,Eco,7658,00:30,00:26,10:34,10:24,0,0
2025-09-01,IndiGo,6E-5075,SIN,CCU,Eco Plus,6907,13:50,13:44,22:58,22:54,0,0
2025-08-02,IndiGo,6E-8472,DXB,HYD,Eco,1169,19:00,18:56,20:57,20:43,0,0
2025-08-14,IndiGo,6E-6219,GOA,BOM,Eco,2037,10:05,09:56,13:07,13:00,0,0
2025-07-24,IndiGo,6E-8021,HYD,GOA,Business,7300,14:45,14:41,00:22,00:20,0,0
2025-09-15,IndiGo,6E-9827,MAA,DEL,Eco,5890,11:05,10:59,18:56,18:57,0,1
2025-04-30,IndiGo,6E-9558,MAA,PNQ,Eco,1316,22:00,21:55,00:08,00:11,0,3
2026-01-07,IndiGo,6E-2226,PNQ,DXB,Eco,1510,03:45,03:46,06:08,06:14,1,6
2025-08-16,IndiGo,6E-3962,GOA,PNQ,Eco,5186,00:05,00:09,07:03,07:08,4,5
2025-08-26,IndiGo,6E-558,CCU,JFK,Eco,8354,23:10,23:10,10:06,10:03,0,0
2025-03-07,IndiGo,6E-9458,MAA,BLR,Eco,8827,02:45,02:41,14:17,14:07,0,0
2025-05-05,IndiGo,6E-2958,SIN,DEL,Eco,6903,09:10,09:00,18:17,17:52,0,0
2025-06-17,IndiGo,6E-9743,CCU,BLR,Business,1419,08:10,08:14,10:26,10:37,4,11
2025-05-14,IndiGo,6E-3104,BOM,HYD,Eco,5673,06:00,06:01,13:35,13:41,1,6
2025-06-12,IndiGo,6E-810,MAA,PNQ,Eco,7720,03:00,03:24,13:09,13:21,24,12
2025-04-07,IndiGo,6E-7730,SIN,LHR,Eco Plus,1222,21:00,21:02,23:01,23:13,2,12
2025-11-21,IndiGo,6E-1176,LHR,JFK,Eco,6892,19:45,19:47,04:51,04:56,2,5
2026-02-05,IndiGo,6E-8446,GOA,LHR,Eco Plus,517,19:30,19:29,20:38,20:39,0,1
2026-02-10,IndiGo,6E-2387,DEL,SIN,Eco,6640,09:50,09:49,18:38,18:32,0,0
2025-10-23,IndiGo,6E-3255,DXB,HYD,Business,6215,08:00,07:51,16:16,16:00,0,0
2025-09-20,IndiGo,6E-1028,GOA,BOM,Eco,1744,20:15,20:51,22:55,23:36,36,41
2025-02-28,IndiGo,6E-5026,CCU,DEL,Business,5290,15:30,15:21,22:36,22:15,0,0
2025-08-23,IndiGo,6E-2636,JFK,SIN,Eco,4975,11:05,11:02,17:48,17:39,0,0
2026-01-25,IndiGo,6E-166,GOA,MAA,Eco,8778,03:05,03:04,14:33,14:36,0,3
2025-12-16,IndiGo,6E-8934,GOA,PNQ,Eco,6758,01:30,01:21,10:26,10:19,0,0
2025-06-13,IndiGo,6E-6893,JFK,SIN,Eco,5698,10:30,10:34,18:07,17:57,4,0
2025-04-15,IndiGo,6E-3063,DXB,GOA,Business,2442,19:10,19:01,22:43,22:37,0,0
2025-06-19,IndiGo,6E-910,BOM,DXB,Eco Plus,6603,07:30,07:59,16:15,16:49,29,34
2026-01-01,IndiGo,6E-7981,DXB,GOA,Eco,2224,15:10,15:12,18:26,18:20,2,0
2025-03-16,IndiGo,6E-7750,BLR,GOA,Eco,6280,08:15,08:26,16:36,16:55,11,19
2026-01-09,IndiGo,6E-8446,GOA,DXB,Business,6663,04:45,05:25,13:34,14:20,40,46
2025-11-28,IndiGo,6E-6958,SIN,PNQ,Eco,2400,00:15,00:17,03:45,03:51,2,6
2025-10-30,IndiGo,6E-7448,LHR,JFK,Eco,6196,05:05,05:02,13:19,13:24,0,5
2025-02-22,IndiGo,6E-4103,MAA,CCU,Eco,4256,07:30,08:00,13:19,13:51,30,32
2025-04-22,IndiGo,6E-3959,HYD,DEL,Eco Plus,1912,22:10,22:34,01:03,01:32,24,29
2025-04-15,IndiGo,6E-4416,SIN,PNQ,Eco Plus,5304,15:05,15:03,22:12,21:57,0,0
2025-03-13,IndiGo,6E-1282,DEL,PNQ,Eco,3416,06:10,06:13,10:56,10:47,3,0
2026-01-06,IndiGo,6E-3556,LHR,SIN,Eco,3849,01:00,01:05,06:18,06:21,5,3
2026-01-01,IndiGo,6E-6873,DEL,SIN,Eco,5360,13:15,13:55,20:27,21:13,40,46
2025-11-14,IndiGo,6E-1771,CCU,GOA,Eco,2439,12:00,12:05,15:32,15:22,5,0
2025-02-24,IndiGo,6E-9250,JFK,LHR,Eco,2826,00:10,00:00,04:11,03:46,0,0
2025-05-06,IndiGo,6E-6058,DXB,LHR,Business,1642,23:10,23:10,01:43,01:46,0,3
2025-03-30,IndiGo,6E-2727,BLR,GOA,Eco,5264,17:10,17:00,00:14,00:12,0,0
2025-04-21,IndiGo,6E-2219,BLR,GOA,Business,4171,07:05,06:55,12:47,12:22,0,0
2025-09-22,IndiGo,6E-5517,MAA,SIN,Eco,7716,10:00,11:32,20:08,21:35,92,87
2025-03-12,IndiGo,6E-3336,PNQ,LHR,Eco,4563,10:15,10:08,16:27,16:15,0,0
2025-08-12,IndiGo,6E-5745,DEL,MAA,Eco Plus,2611,08:30,08:22,12:15,12:15,0,0
2025-03-19,IndiGo,6E-4993,DEL,JFK,Business,2185,21:00,20:51,00:13,23:56,0,0
2026-01-26,IndiGo,6E-3446,CCU,GOA,Eco Plus,8787,19:50,19:40,07:19,06:56,0,0
2025-07-30,IndiGo,6E-2840,SIN,LHR,Eco,4428,00:30,00:27,06:32,06:15,0,0
2025-11-27,IndiGo,6E-8609,DEL,HYD,Business,4589,10:15,10:13,16:29,16:32,0,3
2026-01-22,IndiGo,6E-3739,GOA,BOM,Eco,6673,06:05,06:07,14:55,15:04,2,9
2025-10-12,IndiGo,6E-5330,BOM,PNQ,Eco,3585,00:00,00:01,04:58,04:46,1,0
2025-04-19,IndiGo,6E-8362,MAA,DXB,Eco Plus,6164,22:45,01:51,06:57,10:01,186,184
2025-11-05,IndiGo,6E-2772,JFK,GOA,Eco,4504,17:10,17:35,23:17,23:42,25,25
2025-07-17,IndiGo,6E-4476,MAA,JFK,Eco,6616,23:00,23:01,07:46,07:52,1,6
2026-01-07,IndiGo,6E-1588,SIN,PNQ,Eco,8797,16:50,16:49,04:19,04:09,0,0
2026-01-02,IndiGo,6E-1746,JFK,SIN,Eco,2761,04:00,04:33,07:57,08:15,33,18
2025-09-03,IndiGo,6E-3047,CCU,BOM,Eco,1572,12:50,12:43,15:17,15:17,0,0
2025-12-01,IndiGo,6E-8998,JFK,HYD,Eco,4378,02:10,02:07,08:08,07:58,0,0
2025-11-09,IndiGo,6E-4402,DXB,GOA,Eco,5999,07:45,08:27,15:44,16:13,42,29
2025-10-26,IndiGo,6E-3598,HYD,CCU,Eco,6891,11:30,11:20,20:36,20:35,0,0
2025-11-20,IndiGo,6E-3221,GOA,HYD,Eco,7209,12:50,12:46,22:20,22:20,0,0
2025-09-07,IndiGo,6E-9513,JFK,BOM,Eco,654,17:30,17:28,18:49,18:36,0,0
2025-10-27,IndiGo,6E-5177,GOA,CCU,Eco,8241,01:10,01:01,11:58,11:48,0,0
2026-01-16,IndiGo,6E-4001,HYD,MAA,Eco,6872,23:30,23:25,08:35,08:27,0,0
2025-04-18,IndiGo,6E-2742,HYD,MAA,Eco,5924,10:15,10:08,18:09,17:48,0,0
2025-04-24,IndiGo,6E-5146,DEL,DXB,Eco,2896,11:05,10:59,15:12,14:51,0,0
2026-02-09,IndiGo,6E-9078,PNQ,JFK,Eco,8233,02:15,02:49,13:02,13:33,34,31
2025-12-09,IndiGo,6E-9170,BLR,HYD,Eco,1850,20:05,20:06,22:53,22:42,1,0
2025-06-29,IndiGo,6E-5618,CCU,DXB,Eco Plus,6530,16:45,17:13,01:24,01:40,28,16
2025-08-14,IndiGo,6E-5704,PNQ,DEL,Eco,7862,20:45,20:41,07:04,07:07,0,3
2025-02-28,IndiGo,6E-6556,GOA,JFK,Eco,6025,08:10,08:11,16:11,16:16,1,5
2025-08-07,IndiGo,6E-1343,SIN,DXB,Business,1111,17:00,16:57,18:53,18:56,0,3
2025-03-07,IndiGo,6E-6454,DXB,GOA,Eco Plus,8029,14:30,14:30,01:02,01:02,0,0
2025-03-22,IndiGo,6E-6251,BLR,LHR,Eco,5147,17:00,16:59,23:56,23:49,0,0
2025-07-13,IndiGo,6E-2869,MAA,JFK,Eco,2526,10:05,10:19,13:44,13:53,14,9
2025-08-21,IndiGo,6E-7336,CCU,JFK,Business,4035,16:15,16:07,21:47,21:42,0,0
2026-02-06,IndiGo,6E-1048,JFK,PNQ,Eco,8915,10:05,13:41,21:43,01:04,216,201
2025-08-20,IndiGo,6E-3066,BLR,DEL,Eco,1046,07:00,06:54,08:48,08:31,0,0
2025-11-16,IndiGo,6E-4701,BLR,SIN,Eco,2019,20:30,20:53,23:31,23:52,23,21
2025-04-20,IndiGo,6E-2242,GOA,CCU,Business,2383,06:45,06:43,10:13,10:03,0,0
2025-08-16,IndiGo,6E-8414,JFK,SIN,Eco,1194,21:30,21:55,23:29,23:39,25,10
2025-12-21,IndiGo,6E-6426,JFK,PNQ,Eco,1324,12:00,12:04,14:09,14:08,4,0
2025-12-27,IndiGo,6E-1673,CCU,GOA,Eco,7065,14:30,17:26,23:49,02:55,176,186
2025-09-26,IndiGo,6E-3280,CCU,GOA,Eco,8735,11:50,11:40,23:15,22:53,0,0
2025-04-08,IndiGo,6E-2930,SIN,BLR,Eco,1258,09:50,09:54,11:54,11:44,4,0
2025-08-24,IndiGo,6E-1265,DXB,JFK,Business,5665,07:00,07:27,14:34,14:49,27,15
2025-03-01,IndiGo,6E-756,DEL,CCU,Eco Plus,7327,17:00,17:24,02:39,03:03,24,24
2025-04-05,IndiGo,6E-2254,GOA,DEL,Eco,3923,22:30,22:30,03:54,04:01,0,7
2025-04-28,IndiGo,6E-6156,JFK,BOM,Eco,835,04:30,04:29,06:02,05:51,0,0
2025-03-06,IndiGo,6E-8022,DXB,GOA,Eco,8408,18:00,18:37,05:00,05:34,37,34
2025-12-25,IndiGo,6E-5472,PNQ,JFK,Eco,6787,23:45,00:23,08:44,09:08,38,24
2026-02-07,IndiGo,6E-5283,GOA,LHR,Eco Plus,8791,01:50,02:24,13:19,13:57,34,38
2026-02-11,IndiGo,6E-6509,JFK,DXB,Eco,8085,06:10,09:19,16:46,19:49,189,183
2025-09-15,IndiGo,6E-1607,CCU,HYD,Business,1381,05:50,05:54,08:03,08:01,4,0
2025-08-18,IndiGo,6E-7220,BOM,MAA,Eco,5893,15:50,17:21,23:41,01:20,91,99
2025-12-08,IndiGo,6E-6954,SIN,JFK,Eco,723,09:50,09:43,11:14,11:00,0,0
2025-07-23,IndiGo,6E-809,DXB,BLR,Eco,1571,09:00,08:52,11:27,11:23,0,0
2025-12-28,IndiGo,6E-6178,HYD,SIN,Eco,4398,08:30,08:35,14:29,14:28,5,0
2025-03-25,IndiGo,6E-5888,DEL,HYD,Business,3312,20:05,20:08,00:43,00:34,3,0
2025-09-10,IndiGo,6E-6328,HYD,LHR,Eco,2984,12:50,13:33,17:03,17:49,43,46
2025-12-16,IndiGo,6E-1483,GOA,DEL,Eco Plus,5890,19:30,19:31,03:21,03:16,1,0
2025-07-23,IndiGo,6E-3756,CCU,HYD,Eco,4541,00:30,00:24,06:40,06:44,0,4
2026-01-21,IndiGo,6E-4590,BOM,DXB,Eco,2944,11:15,12:53,15:25,17:02,98,97
2025-08-13,IndiGo,6E-1736,PNQ,HYD,Eco Plus,5596,20:50,21:16,04:19,04:30,26,11
2025-12-24,IndiGo,6E-7221,HYD,MAA,Business,2638,10:05,10:36,13:52,14:29,31,37
2025-03-07,IndiGo,6E-1244,CCU,DXB,Eco,2235,19:05,18:58,22:22,22:06,0,0
2025-12-10,IndiGo,6E-4034,DEL,DXB,Eco Plus,1602,20:50,20:46,23:20,23:18,0,0
2026-02-11,IndiGo,6E-5003,PNQ,DEL,Eco,3539,05:10,05:04,10:05,10:01,0,0
2025-11-01,IndiGo,6E-6798,JFK,MAA,Eco,4056,08:50,08:53,14:24,14:30,3,6
2025-11-03,IndiGo,6E-1558,LHR,DEL,Eco,6269,01:10,01:46,09:30,10:10,36,40
2025-06-19,IndiGo,6E-4436,BLR,SIN,Eco,1176,02:00,02:03,03:58,04:01,3,3
2025-07-14,IndiGo,6E-8369,SIN,PNQ,Eco,7896,15:50,15:50,02:12,02:22,0,10
2025-11-17,IndiGo,6E-8118,MAA,GOA,Eco,8769,00:15,00:17,11:42,11:43,2,1
2025-08-30,IndiGo,6E-4062,LHR,CCU,Business,2786,07:45,07:35,11:43,11:20,0,0
2025-10-10,IndiGo,6E-8382,JFK,BOM,Business,5410,10:10,10:01,17:25,17:22,0,0
2025-04-21,IndiGo,6E-8644,JFK,BLR,Business,2060,18:45,18:48,21:49,21:48,3,0
2025-11-27,IndiGo,6E-8555,HYD,CCU,Eco,8158,04:50,04:43,15:31,15:24,0,0
2026-01-03,IndiGo,6E-2545,HYD,BLR,Eco,965,19:15,19:06,20:57,20:38,0,0
2025-07-09,IndiGo,6E-369,JFK,DXB,Eco,1555,22:45,22:36,01:11,00:55,0,0
2025-02-19,IndiGo,6E-8078,HYD,DEL,Business,8401,12:50,12:44,23:50,23:41,0,0
2025-03-01,IndiGo,6E-6572,DEL,BLR,Eco,1808,09:30,09:25,12:15,12:10,0,0
2025-04-19,IndiGo,6E-7716,MAA,DXB,Eco,2676,04:30,04:22,08:20,08:19,0,0
2025-05-09,IndiGo,6E-2312,MAA,BOM,Business,2543,20:10,20:00,23:50,23:44,0,0
2025-09-01,IndiGo,6E-7042,JFK,DEL,Eco,6238,23:30,23:27,07:47,07:46,0,0
2026-01-20,IndiGo,6E-242,CCU,PNQ,Business,7225,15:15,15:51,00:46,01:09,36,23
2025-09-21,IndiGo,6E-7838,CCU,DEL,Eco,7428,10:50,10:44,20:37,20:38,0,1
2025-12-29,IndiGo,6E-1418,HYD,DXB,Business,7236,20:45,20:49,06:17,06:06,4,0
2025-04-25,IndiGo,6E-8802,DXB,MAA,Eco,3685,16:45,17:08,21:51,22:20,23,29
2025-04-12,IndiGo,6E-4817,BLR,SIN,Eco,6143,10:30,10:24,18:40,18:26,0,0
2025-04-19,IndiGo,6E-7003,JFK,CCU,Eco,5390,17:10,17:37,00:24,00:44,27,20
2025-06-24,IndiGo,6E-3572,CCU,JFK,Eco Plus,1544,15:30,15:25,17:55,17:44,0,0
2025-04-25,IndiGo,6E-2494,GOA,HYD,Eco Plus,6738,15:45,15:47,00:40,00:27,2,0
2025-11-03,IndiGo,6E-4315,MAA,BOM,Business,1587,14:10,14:01,16:39,16:17,0,0
2025-04-01,IndiGo,6E-9989,DXB,LHR,Eco,1943,01:00,01:00,03:55,03:47,0,0
2025-07-25,IndiGo,6E-1012,BOM,GOA,Eco,2875,06:50,06:46,10:55,10:47,0,0
2025-02-27,IndiGo,6E-641,CCU,LHR,Eco,2830,06:30,06:21,10:32,10:23,0,0
2025-09-13,IndiGo,6E-8738,CCU,SIN,Eco Plus,3793,12:05,12:03,17:19,17:02,0,0
2025-02-23,IndiGo,6E-4561,JFK,PNQ,Eco,6876,11:45,11:41,20:50,20:43,0,0
2025-07-12,IndiGo,6E-1563,DXB,CCU,Eco,5189,18:30,18:34,01:29,01:29,4,0
2026-01-27,IndiGo,6E-152,DEL,BOM,Eco,2799,03:10,03:12,07:09,07:10,2,1
2025-03-03,IndiGo,6E-6530,DEL,BOM,Eco,3639,08:10,08:07,13:12,12:55,0,0
2025-08-13,IndiGo,6E-817,SIN,DXB,Eco,5291,09:50,09:48,16:56,16:53,0,0
2025-04-08,IndiGo,6E-7993,MAA,DEL,Eco,1325,12:50,12:46,14:59,14:42,0,0
2025-12-30,IndiGo,6E-6510,GOA,CCU,Eco,5879,15:10,15:06,23:00,22:57,0,0
2025-12-27,IndiGo,6E-6321,BLR,GOA,Eco,3394,02:15,02:17,06:59,06:53,2,0
2025-12-19,IndiGo,6E-1368,BOM,CCU,Eco Plus,1730,06:30,06:56,09:09,09:41,26,32
2025-06-14,IndiGo,6E-6678,CCU,HYD,Eco,1610,05:10,05:05,07:40,07:41,0,1
2025-07-21,IndiGo,6E-4169,JFK,BOM,Business,2952,22:05,22:40,02:16,02:46,35,30
2025-12-30,IndiGo,6E-6384,SIN,GOA,Business,7864,23:30,23:30,09:49,09:36,0,0
2025-07-31,IndiGo,6E-6450,BLR,CCU,Business,5290,20:05,20:44,03:11,03:52,39,41
2026-01-15,IndiGo,6E-3119,HYD,DXB,Business,4151,17:30,17:22,23:11,23:00,0,0
2025-11-15,IndiGo,6E-1712,LHR,JFK,Eco,5970,13:15,13:09,21:12,21:14,0,2
2025-09-26,IndiGo,6E-4750,CCU,SIN,Eco,8416,19:00,19:16,06:01,06:15,16,14
2025-12-03,IndiGo,6E-1629,SIN,BLR,Eco,648,12:45,12:36,14:03,13:55,0,0
2025-07-05,IndiGo,6E-7628,SIN,LHR,Eco,2749,23:50,00:22,03:46,04:23,32,37
2025-06-02,IndiGo,6E-1577,CCU,PNQ,Eco,4507,11:05,11:29,17:13,17:30,24,17
2026-01-26,IndiGo,6E-5309,DXB,MAA,Eco,4980,20:45,00:32,03:28,07:19,227,231
2025-02-27,IndiGo,6E-7727,PNQ,GOA,Eco,5983,00:50,00:44,08:48,08:42,0,0
2025-02-23,IndiGo,6E-8335,PNQ,SIN,Eco Plus,6354,12:05,12:02,20:31,20:18,0,0
2025-06-28,IndiGo,6E-2672,LHR,JFK,Eco Plus,8219,23:50,23:54,10:36,10:30,4,0
2025-03-01,IndiGo,6E-9361,DXB,SIN,Eco,6905,12:00,11:51,21:07,21:06,0,0
2025-07-20,IndiGo,6E-5580,SIN,MAA,Eco,7559,00:50,00:47,10:46,10:43,0,0
2025-10-10,IndiGo,6E-7082,BLR,HYD,Eco,682,11:10,11:08,12:31,12:32,0,1
2026-02-03,IndiGo,6E-8656,JFK,BOM,Eco,8716,07:50,07:55,19:13,19:21,5,8
2025-10-11,IndiGo,6E-1609,LHR,GOA,Eco,8535,20:15,20:43,07:25,07:45,28,20
2025-07-14,IndiGo,6E-5829,PNQ,SIN,Eco,4017,23:15,00:00,04:46,05:41,45,55
2025-09-16,IndiGo,6E-5884,GOA,JFK,Eco,2470,15:50,17:05,19:25,20:49,75,84
2025-12-13,IndiGo,6E-5990,GOA,CCU,Business,7040,14:00,14:01,23:18,23:19,1,1
2025-06-05,IndiGo,6E-5125,PNQ,MAA,Eco,7520,22:05,21:59,07:59,07:41,0,0
2025-12-19,IndiGo,6E-4151,JFK,DEL,Business,3602,15:15,15:08,20:15,20:10,0,0
2025-10-14,IndiGo,6E-7021,LHR,BOM,Eco,3937,19:05,20:12,00:30,01:37,67,67
2026-02-05,IndiGo,6E-1852,BOM,PNQ,Eco,6972,04:05,04:10,13:17,13:11,5,0
2025-03-01,IndiGo,6E-9776,BOM,HYD,Eco,7889,01:15,01:06,11:36,11:18,0,0
2026-01-24,IndiGo,6E-8696,GOA,MAA,Eco,2098,12:30,13:14,15:37,16:27,44,50
2025-03-17,IndiGo,6E-2057,HYD,BOM,Eco,858,21:45,21:47,23:19,23:16,2,0
2025-06-16,IndiGo,6E-2963,GOA,HYD,Business,3863,17:50,18:04,23:09,23:16,14,7
2025-04-13,IndiGo,6E-830,PNQ,SIN,Business,4777,17:10,17:07,23:38,23:37,0,0
2025-06-15,IndiGo,6E-2725,HYD,SIN,Eco,847,14:50,14:41,16:23,16:09,0,0
2025-06-09,IndiGo,6E-2151,BLR,HYD,Eco,3601,22:10,22:03,03:10,03:11,0,1
2025-12-11,IndiGo,6E-8045,CCU,DEL,Eco,8122,13:50,13:54,00:29,00:27,4,0
2025-12-20,IndiGo,6E-5218,BOM,GOA,Eco,8669,10:50,10:53,22:10,22:14,3,4
2025-07-25,IndiGo,6E-4235,HYD,BLR,Eco Plus,2108,22:45,23:14,01:53,02:11,29,18
2025-09-18,IndiGo,6E-5313,DEL,BOM,Business,1046,05:15,05:17,07:03,07:07,2,4
2025-07-26,IndiGo,6E-608,DEL,BOM,Eco,8341,10:05,09:58,21:00,20:45,0,0
2025-05-08,IndiGo,6E-9708,BOM,HYD,Business,8479,22:45,22:49,09:50,10:01,4,11
2025-03-20,IndiGo,6E-2847,DXB,HYD,Business,2099,15:30,15:23,18:37,18:17,0,0
2026-01-04,IndiGo,6E-5195,CCU,GOA,Eco,2490,07:30,09:36,11:06,12:57,126,111
2025-04-25,IndiGo,6E-6319,PNQ,DEL,Eco,2486,17:50,18:24,21:26,22:01,34,35
2025-09-22,IndiGo,6E-8834,BOM,CCU,Eco,3046,00:15,00:44,04:33,04:54,29,21
2026-01-16,IndiGo,6E-8256,DEL,MAA,Eco,2750,12:05,14:27,16:01,18:26,142,145
2025-05-25,IndiGo,6E-2781,SIN,MAA,Eco,6459,02:05,02:02,10:39,10:38,0,0
2025-03-19,IndiGo,6E-3316,BLR,CCU,Eco,1037,17:15,17:10,19:02,19:02,0,0
2025-10-22,IndiGo,6E-6867,DEL,SIN,Eco Plus,2604,23:30,23:28,03:15,03:16,0,1
2025-03-27,IndiGo,6E-7138,DXB,BOM,Business,6742,11:05,11:17,20:00,20:08,12,8
